A0,A1,A2,A3
-0.9835396216032375,-0.9801568289648748,-0.9751602811009634,-1.0239248112060728
-1.0273412424207469,-0.9399636609690832,-1.0299995099931945,-1.0016152656672774
-0.7285524505488761,-0.7277743825813525,-0.6842019281282001,-0.7083498383153874
-0.5076885142453117,-0.47358704494363096,-0.4773740747033808,-0.5147788397462281
-0.20774197913862863,0.6692037806832216,-0.27327321528398923,-0.31396936895407573
0.012402032797982049,0.051695475879602576,0.908848118444471,0.13096598284983257
0.22643688732986306,0.8056438802043311,1.1884669995993415,0.8280680690545387
1.2242047308237973,1.6468571372735687,1.2737778056769116,1.2872409106663427
1.322960272109877,1.8106607346490726,1.504826437489299,1.4647463504885219
1.3213451623833832,1.389738879421449,1.9194552847268356,1.6923809972788497
-1.0368289400326134,-1.0425199676376893,-1.009227498166646,-1.028357024881842
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.7190370868651919,0.8003735556981839,0.085937731178007,0.26575081543559015
1.3146903659668236,1.1725834023105426,0.9791619718538815,1.0852279922780501
1.7264188818738013,1.2632432515948162,0.30852054867466927,1.1973263934359497
1.5254887268541464,1.9066687388359,1.3083107096589712,1.417123030063414
0.0,0.0,0.0,0.0
-1.1272729294746369,-1.1913745620351035,-1.1185692479360312,-1.1544239264157126
0.0,0.0,0.0,0.0
-1.6280805551745818,-1.622433826882953,-1.6445769748091892,-1.6447261903622508
-1.6870872841556492,-1.65022842163513,-1.6367416990093873,-1.6648000841586423
-1.5186141076425455,-1.3965120441632943,-1.5412398433393018,-1.4831272913521285
-0.18210185598111323,0.07802860597534407,-0.647270562336499,-0.40795858073102514
1.1107611573322724,0.2655735743728871,0.20852837029570442,0.5274288616803228
1.497021593893332,0.9734107596829323,-0.40310612409096913,0.5294983137959863
1.5758608324963457,0.5946038596695322,0.5469711242263893,0.44733186852927864
0.0,0.0,0.0,0.0
-1.1570449535452474,-1.150449142172653,-1.1715815872158135,-1.1867127472061203
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-1.2714224171320256,-1.2594679063720888,-1.191006600713202,-1.3849466775950172
-0.28724194550038157,-0.3513083502398826,-0.6278264449468989,-0.8186139028419235
0.062290861368430483,-0.5941324556465627,-0.689715447275617,-0.8536126411837415
-0.11393993003580012,-0.49910115806900246,-1.0098860291702485,-0.5117271419346515
0.8796959649429181,-0.3417073981068576,-0.6220696658420072,-0.8320967004375118
0.0,0.0,0.0,0.0
-1.2336212311241535,-1.2405912926375606,-1.2414467110637064,-1.272705934779941
-1.3236768248843247,-1.321330213207222,-1.284227735436735,-1.2738846780615785
-1.2375581714261297,-1.2783285280136587,-1.263809231118775,-1.2956061463094077
-1.3574125630974478,-1.3384368549664312,-1.3505859547173515,-1.370349980586235
-1.382604892270293,-1.0516236533683712,-1.255927341842148,-1.3365076102544715
-1.1038303026003111,-1.024861649887462,-1.0601845478153469,-1.0481985903538893
-0.5347195622225043,-0.6119155478002224,-0.6058498456245338,-0.6124055584647546
0.0,0.0,0.0,0.0
0.7002697543138969,-0.967845268082185,-0.9676309985859348,-0.869814507702392
0.0,0.0,0.0,0.0
-1.3687149534688539,-1.532460130579325,-1.6066187177004565,-1.5158437135327798
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.02585492761510043,-1.1568134005730086,-1.4653472492736428,-1.1190338017848753
0.0,0.0,0.0,0.0
-1.5466746738180708,-1.6481827771795183,-1.6072820193622532,-1.6431028845770763
-2.108539837961558,-2.186077883881443,-2.141824323646264,-1.8766555203578985
-2.219582735329274,-2.276525195691047,-2.2790186598389983,-2.206397998220841
-2.567570534868944,-2.5289059824781397,-2.588159590351226,-2.43981860973577
-2.8952172014436846,-2.870470927242316,-2.873220582847405,-2.6770924691423246
-3.1756561371528695,-3.1837196678739756,-3.2419390368208663,-3.029547907406097
-3.370252090896069,-3.3905649292164437,-3.404635099834136,-3.3791922340744955
0.0,0.0,0.0,0.0
-0.41105838126952654,-1.7864499884076244,-2.22602546389947,-2.1188509943169684
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.582013709199942,-3.651861986824831,-3.599510477751455,-3.629811446401259
0.0,0.0,0.0,0.0
-2.191435317712184,-3.1279430914186968,-3.2777490705780945,-3.183318531809399
0.0,0.0,0.0,0.0
-4.464282624479276,-4.437469937578257,-4.495855693437905,-4.519138397613055
-4.367128965102893,-4.331995480822476,-4.319626606065663,-4.357816127494821
-4.411441474401384,-4.358018684066293,-4.408929087207944,-4.364868255445177
-4.491519285265879,-4.343276689943886,-4.522225266528208,-4.485039573594435
-4.168816105442286,-4.131569270448125,-4.220024522226526,-4.180096396846476
-4.078619308248838,-3.9541138621855136,-4.057889113876248,-4.039899560862253
-3.8094542938193774,-3.852121806184123,-3.8626921166332693,-3.842373785111434
0.0,0.0,0.0,0.0
-2.8482646056175325,-4.203721355692403,-4.1108253851696865,-3.9720576725995502
-4.869692109350973,-5.0545521319867355,-5.0539685601899365,-3.8696456752335475
-4.777586864380279,-4.843504245736655,-4.859558171218008,-4.900174022202296
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.636071616683634,-5.011516930698324,-4.940754279146454,-4.85694259829612
-5.432544593468595,-5.349758021601731,-5.049391126017594,-4.856187581676476
-4.8086022002143665,-5.133245217946518,-5.136502816744075,-5.114399713785932
-5.2779364913051126,-5.313318703894661,-5.261345876837622,-5.11599086311989
-5.570030206317272,-5.504960427270914,-5.504761483412468,-5.3732805585550665
-5.725276154159221,-5.725090658063417,-5.709537641448031,-5.624004231999218
-6.058154643042494,-6.0832665375113635,-6.082245856137925,-6.095860443126746
-6.1905230307726775,-5.764675833666041,-6.187333385828774,-6.191161566977956
-6.174966495588228,-4.987632728472046,-6.16840927629618,-6.234963596080983
-5.192876540462198,-4.170586387046052,-5.331983402173919,-5.4104653367915665
-3.8087590122883546,-4.8290321933741,-4.77999316150564,-4.92425537317296
-5.909625634175598,-5.339386471242359,-5.055343310164925,-4.21824617180434
