episode,rewards_epi,epsilon
0,-6.5,0.9999
1,-11.5,0.9998
2,-6.5,0.9997
3,-11.0,0.9996
4,-7.5,0.9995
5,-6.5,0.9994000000000001
6,-7.0,0.9993000000000001
7,-11.5,0.9992000000000001
8,-3.5,0.9991000000000001
9,-0.5,0.9990000000000001
10,-10.5,0.9989000000000001
11,-17.0,0.9988000000000001
12,-6.5,0.9987000000000001
13,-10.0,0.9986000000000002
14,-8.5,0.9985000000000002
15,-21.0,0.9984000000000002
16,-7.5,0.9983000000000002
17,-16.0,0.9982000000000002
18,-13.0,0.9981000000000002
19,-11.5,0.9980000000000002
20,-14.5,0.9979000000000002
21,-21.0,0.9978000000000002
22,-17.0,0.9977000000000003
23,-11.5,0.9976000000000003
24,-28.0,0.9975000000000003
25,-8.0,0.9974000000000003
26,-11.5,0.9973000000000003
27,-8.0,0.9972000000000003
28,-7.5,0.9971000000000003
29,-18.0,0.9970000000000003
30,-7.0,0.9969000000000003
31,-12.5,0.9968000000000004
32,-12.0,0.9967000000000004
33,-14.0,0.9966000000000004
34,-14.5,0.9965000000000004
35,-6.5,0.9964000000000004
36,-25.0,0.9963000000000004
37,-7.5,0.9962000000000004
38,0.0,0.9961000000000004
39,-11.5,0.9960000000000004
40,-8.0,0.9959000000000005
41,-16.0,0.9958000000000005
42,-11.5,0.9957000000000005
43,-12.5,0.9956000000000005
44,-12.5,0.9955000000000005
45,-11.5,0.9954000000000005
46,-10.0,0.9953000000000005
47,-13.0,0.9952000000000005
48,-12.5,0.9951000000000005
49,-9.5,0.9950000000000006
50,-7.0,0.9949000000000006
51,-0.5,0.9948000000000006
52,-2.5,0.9947000000000006
53,-12.5,0.9946000000000006
54,-1.0,0.9945000000000006
55,-9.0,0.9944000000000006
56,-12.0,0.9943000000000006
57,-4.0,0.9942000000000006
58,-10.0,0.9941000000000006
59,-10.5,0.9940000000000007
60,-14.0,0.9939000000000007
61,-4.5,0.9938000000000007
62,-12.0,0.9937000000000007
63,-12.5,0.9936000000000007
64,-2.0,0.9935000000000007
65,-4.0,0.9934000000000007
66,-14.5,0.9933000000000007
67,-1.0,0.9932000000000007
68,-15.0,0.9931000000000008
69,-9.0,0.9930000000000008
70,-7.5,0.9929000000000008
71,-14.5,0.9928000000000008
72,-14.0,0.9927000000000008
73,-2.5,0.9926000000000008
74,-9.5,0.9925000000000008
75,-21.0,0.9924000000000008
76,-13.0,0.9923000000000008
77,-17.5,0.9922000000000009
78,-16.5,0.9921000000000009
79,-8.5,0.9920000000000009
80,-7.5,0.9919000000000009
81,-33.5,0.9918000000000009
82,-9.5,0.9917000000000009
83,-12.5,0.9916000000000009
84,-4.5,0.9915000000000009
85,-13.5,0.991400000000001
86,-6.5,0.991300000000001
87,-10.5,0.991200000000001
88,-11.0,0.991100000000001
89,-12.0,0.991000000000001
90,-20.0,0.990900000000001
91,-10.5,0.990800000000001
92,-17.0,0.990700000000001
93,-14.5,0.990600000000001
94,-8.5,0.990500000000001
95,-3.5,0.9904000000000011
96,-6.5,0.9903000000000011
97,-3.5,0.9902000000000011
98,-11.0,0.9901000000000011
99,-13.0,0.9900000000000011
100,-12.5,0.9899000000000011
101,-13.5,0.9898000000000011
102,-22.5,0.9897000000000011
103,-19.0,0.9896000000000011
104,-12.0,0.9895000000000012
105,-16.5,0.9894000000000012
106,-13.0,0.9893000000000012
107,-11.0,0.9892000000000012
108,-11.0,0.9891000000000012
109,-15.0,0.9890000000000012
110,-15.5,0.9889000000000012
111,-12.0,0.9888000000000012
112,-12.5,0.9887000000000012
113,-4.0,0.9886000000000013
114,-6.0,0.9885000000000013
115,-22.5,0.9884000000000013
116,-12.5,0.9883000000000013
117,-5.5,0.9882000000000013
118,-11.5,0.9881000000000013
119,-16.5,0.9880000000000013
120,-9.5,0.9879000000000013
121,-15.5,0.9878000000000013
122,-13.5,0.9877000000000014
123,-7.0,0.9876000000000014
124,-3.0,0.9875000000000014
125,-8.0,0.9874000000000014
126,-22.0,0.9873000000000014
127,-12.0,0.9872000000000014
128,-8.0,0.9871000000000014
129,-5.0,0.9870000000000014
130,-11.5,0.9869000000000014
131,-4.0,0.9868000000000015
132,-6.0,0.9867000000000015
133,-13.5,0.9866000000000015
134,-9.5,0.9865000000000015
135,-15.0,0.9864000000000015
136,-14.5,0.9863000000000015
137,-9.5,0.9862000000000015
138,-3.0,0.9861000000000015
139,-12.5,0.9860000000000015
140,-1.5,0.9859000000000016
141,-14.5,0.9858000000000016
142,-3.0,0.9857000000000016
143,-9.5,0.9856000000000016
144,-1.0,0.9855000000000016
145,-13.0,0.9854000000000016
146,-10.5,0.9853000000000016
147,-2.5,0.9852000000000016
148,-6.5,0.9851000000000016
149,-8.0,0.9850000000000017
150,-18.0,0.9849000000000017
151,-8.5,0.9848000000000017
152,-15.5,0.9847000000000017
153,-12.0,0.9846000000000017
154,-10.0,0.9845000000000017
155,-6.5,0.9844000000000017
156,-6.0,0.9843000000000017
157,-13.0,0.9842000000000017
158,-13.0,0.9841000000000018
159,-4.0,0.9840000000000018
160,-6.5,0.9839000000000018
161,-2.5,0.9838000000000018
162,-11.5,0.9837000000000018
163,-11.5,0.9836000000000018
164,-20.5,0.9835000000000018
165,-1.0,0.9834000000000018
166,-4.0,0.9833000000000018
167,-17.0,0.9832000000000019
168,-10.0,0.9831000000000019
169,-4.5,0.9830000000000019
170,-8.5,0.9829000000000019
171,-11.0,0.9828000000000019
172,-4.0,0.9827000000000019
173,-9.0,0.9826000000000019
174,-18.5,0.9825000000000019
175,-10.5,0.9824000000000019
176,-7.5,0.982300000000002
177,-1.5,0.982200000000002
178,-11.0,0.982100000000002
179,-10.5,0.982000000000002
180,-3.5,0.981900000000002
181,-12.0,0.981800000000002
182,-9.5,0.981700000000002
183,-22.0,0.981600000000002
184,-9.5,0.981500000000002
185,-7.0,0.981400000000002
186,-25.5,0.9813000000000021
187,-14.0,0.9812000000000021
188,-2.5,0.9811000000000021
189,-5.5,0.9810000000000021
190,-8.0,0.9809000000000021
191,-10.5,0.9808000000000021
192,-18.5,0.9807000000000021
193,-4.5,0.9806000000000021
194,-16.5,0.9805000000000021
195,-26.0,0.9804000000000022
196,-11.0,0.9803000000000022
197,-3.5,0.9802000000000022
198,-13.5,0.9801000000000022
199,-6.5,0.9800000000000022
200,-10.0,0.9799000000000022
201,-6.0,0.9798000000000022
202,-20.5,0.9797000000000022
203,-1.5,0.9796000000000022
204,-4.5,0.9795000000000023
205,-10.0,0.9794000000000023
206,-7.5,0.9793000000000023
207,-13.0,0.9792000000000023
208,-10.0,0.9791000000000023
209,-8.0,0.9790000000000023
210,-11.5,0.9789000000000023
211,-13.5,0.9788000000000023
212,-2.5,0.9787000000000023
213,-7.5,0.9786000000000024
214,-10.0,0.9785000000000024
215,-9.5,0.9784000000000024
216,-11.0,0.9783000000000024
217,-11.5,0.9782000000000024
218,-8.0,0.9781000000000024
219,-9.0,0.9780000000000024
220,-15.5,0.9779000000000024
221,-8.0,0.9778000000000024
222,-3.5,0.9777000000000025
223,-13.0,0.9776000000000025
224,-2.0,0.9775000000000025
225,-14.5,0.9774000000000025
226,-10.5,0.9773000000000025
227,-9.5,0.9772000000000025
228,-14.0,0.9771000000000025
229,-15.0,0.9770000000000025
230,-12.5,0.9769000000000025
