A0,A1,A2,A3
1.0820034917718073,1.6935641117492335,1.5300881775795996,1.1736672035314482
1.1608175487137686,1.736843003938983,1.194592008530757,1.4890620336925482
1.1973549611293828,1.7315484060699688,1.2807236367812929,1.613030588968847
1.3129115846143349,1.868761692731225,1.2997532902822826,1.7054675239054662
1.3254307061159127,1.8930594201247763,1.2582813638944177,1.7476870993535547
1.3701382220348752,1.9172856149890654,1.743748328446986,1.5818542288773623
1.3823813848817514,1.939668959366434,1.79619845270348,1.8115940288399959
1.4081318435216807,1.9601573481990913,1.8071123102016313,1.850692617904609
1.412035109309838,1.9799999998727313,1.744284844171929,1.8279104061274414
1.4799999857717399,1.4781116960082643,1.9999999999999996,1.92988107161168
1.6848657072376048,1.073358164875338,1.4397290917627377,1.1628518189196158
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.8645347390155886,0.33567616735733263,0.7211346880641654,0.6269418473450616
1.821310469169319,0.36861847896082695,0.37453432247899565,0.40908224479849875
1.884943639540011,1.0757340633735346,-0.5446601655431494,0.8658799250798264
1.9025616792690085,0.976,0.840661639574749,0.6589427963281405
0.0,0.0,0.0,0.0
1.6527251513475987,1.1370803542048304,1.5127404596368543,1.1188138977089588
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.18000000000000002,0.0017671888535807857,0.0,0.0
1.3747697814212234,0.0,0.0,0.0
1.1265801887411881,0.0,0.0,0.0
0.8852750863690156,0.0,0.0,0.0
1.5072839190501093,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.6112544418324413,1.0481533000923442,1.4139078942665757,1.0654728282234915
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.18374166751703036,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.1137118535468099,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.5654370228600392,1.3196208372624612,1.3152714567785158,1.0257989017809643
0.7291485831412196,0.3618881085075611,0.27846543306565674,1.450902887773133
-0.18000000000000002,-0.08323307222753615,-0.18000000000000002,0.787090295596352
-0.36080009738769714,-0.05935013324545492,-0.18000000000000002,-0.014456043703504853
-0.54,0.0009400330723954441,0.0,0.0
-0.30000000000000004,0.00828578774337405,0.0,0.0
0.04731269120322887,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.1
0.0,0.0,0.0,0.0
1.5203192260548146,1.0561268724558313,1.2940192934591823,1.0076551127487507
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.476853497103184,1.3244738609996598,0.973108419778709,0.9884900892237091
0.9746572758542966,1.351269206737015,0.9474128406280244,1.4303668490178043
0.9306298387714598,1.28154331318653,0.8832718708814372,1.3848228961302107
0.9018271326997047,1.2346726990875216,0.7797282509892256,1.3459757073545038
0.7938734333611273,1.1456337593244532,0.8461941897976836,1.3090125603381246
0.833696399543661,1.1356006278596316,0.7178105564159736,1.2644650625369822
0.8203580890778537,0.7175263955515595,1.078745549195932,1.158910644057817
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.1183298490050557,0.72210454764374,1.0731420693257472,0.7843962769559327
0.0,0.0,0.0,0.0
-1.00848,-0.5085316949720511,-0.37782056939996905,-0.4665518972777211
0.0,0.0,0.0,0.0
0.5274536959667782,1.1667048872015506,0.8289220659914662,0.5051297377586237
0.5747264741059697,1.1894981747493578,0.5626200942914903,0.8742560264930694
0.5660065382702166,1.1997290083973842,0.604460005133705,1.024815324085337
0.6497499271291676,1.1833465172654352,0.5606511122559297,0.9460697114748572
0.6339295698240806,1.1424098506663354,0.7226975567163025,0.97432442656392
0.6439895418066723,1.107052428779554,0.738915406416594,1.043606971339331
1.1043631876333326,0.7461949692880514,0.7243136017727133,1.020855741726307
0.0,0.0,0.0,0.0
-0.3549228052901296,-1.3026051705191315,0.2919101127956155,-0.5872853327071023
-0.30000000000000004,-0.54,-0.30000000000000004,-0.04303720779918486
1.1432920077375581,0.49420643714200196,0.7779347795941941,0.5660413154139223
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.17536370108864147,-1.2835850739359107,0.7690231835301646,0.01071582997960558
-0.5585868145414564,-0.54,-0.18278426910781606,0.2718399266786088
1.1227829111826646,0.8429273520509908,0.4925418848195884,0.46603596890719623
0.5182470907429351,0.7200236508086422,0.4754276672576384,1.0533881560071796
0.4346789648982645,0.7992734402735846,0.4480210977511801,0.9877183149727846
0.44659976897439535,0.741703664927173,0.4026504901178773,0.9743169841633622
0.33537139625841644,0.7189879489033032,0.3363173415359722,0.8893025172422131
0.39375042528801807,0.7069842695784134,0.33326009740538143,0.9340210402626953
0.2719523602485774,0.617012634942819,0.25935572884269115,0.9181241825512734
0.26718674896951283,0.5951147087964634,0.2779805935106793,0.8758922497759387
