A0,A1,A2,A3
-0.7944223440895105,-0.6928121197465563,-0.73987893110834,-0.8312686068751051
-0.8862019499977654,-0.7182199302928801,-0.5576061845902489,-0.7444565285934478
-0.5358587541700195,-0.2252551739274114,-0.5086218093867284,-0.5747311294839189
-0.3497487791806725,0.7221341716259612,-0.29544832,-0.34562401482561256
0.3915718651364921,0.9925085719217678,0.23044620544200162,0.17607585439216142
0.8875037376807772,1.0407556767628021,1.0782854961830959,0.8939664384139374
0.9080474356385785,1.2958877589699098,1.1837271301516767,1.1231193584939765
1.0371592902897098,1.640737317446488,1.3308577685986325,1.3101401163061541
1.4479291236116525,1.4654056151908827,1.8298442586331047,1.471545464681525
1.3887181268502138,1.5019124878265044,1.8744849449790415,1.4791203380721996
-0.8170381115632558,-0.9704114317300955,-0.9079188999897093,-0.9477204281606406
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.9568518848602825,1.1620773261103912,0.9795947885713284,0.8379946981376253
1.2481730553069517,1.1756124316216359,1.1000287220249303,1.1861815031027496
1.5406471013346548,1.0479316979823483,0.44583923145174137,0.879978688208916
1.4876814729884569,1.966344361280315,1.4445723475269738,1.4611489886129152
0.0,0.0,0.0,0.0
-0.8618902169441196,-1.0067756573356013,-1.033710371750695,-1.0116475816151402
0.0,0.0,0.0,0.0
-1.0870719879710091,-1.0384351425808611,-1.1193844197858052,-1.0755904037886785
-1.1222529641340442,-0.5367950248794262,-1.2033424699584523,-1.2111410080137877
-0.9673955857869496,0.3915007935293309,-1.2571079768140163,-0.9673250738513455
0.9761032439973383,-0.15098665204855038,-0.9617416650415707,0.2548279282353941
0.3319669115281245,0.09366469904723922,0.1940409199234236,1.0199203561301537
1.3337182167919572,1.0947395292016913,-1.1050013750981191,0.40513023117523767
1.2978069334056976,0.5691669864012842,0.525236441681546,-0.04961354500658015
0.0,0.0,0.0,0.0
-0.8983855589159763,-1.2214852494202295,-1.199760505171843,-1.1857441912930164
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.7567482513452788,-1.3927106684463166,-1.424676369324922,-1.5541658331529358
-0.629052295337724,-0.6359422254910749,-0.7088586894838869,-0.7003249463567595
0.3033690082517469,-1.1493746675712566,-1.2695851423519142,-1.4315637202126974
-0.1954454330913233,-0.3350802198525085,-1.2433011301937282,-0.5880715170563596
1.099509017483943,-0.7392856031611406,-0.297807632227821,-1.0217448046339292
0.0,0.0,0.0,0.0
-0.961580960941944,-1.208670879348014,-1.1610213037563144,-1.1355208326477002
-1.4923483240987294,-1.5072913308467932,-1.4284711896240765,-1.236538192344523
-1.355864424809853,-1.2633094830267273,-1.3352280586988106,-1.3885554703770129
-1.4836103876581,-1.4918592609608192,-1.4408423966788175,-1.4782004092401244
-1.9777164450945346,-1.8258316793055864,-1.7872668215109295,-1.759825407342799
-1.265530600936608,-0.9706038036344639,-1.216568192454489,-1.2614006892725302
-0.5264818034915743,-1.0357932258012672,-1.0342260804117749,-1.0247303570822002
0.0,0.0,0.0,0.0
0.7546226749469492,-0.30251759835039427,-0.22288357440191087,-0.03432506397350271
0.0,0.0,0.0,0.0
-1.3299347182363903,-1.4561092055517428,-1.4860770977974596,-1.452983732011712
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.1672482151463225,-0.9323080311288459,-1.2613914791367675,-0.2666257310755145
0.0,0.0,0.0,0.0
-1.3483548353353276,-1.448753341790888,-1.4354178814988598,-1.5056787930589628
-1.5995671580528763,-1.6105299771873478,-1.6145685101338163,-1.3585328655298876
-2.294350102090806,-2.204465270353731,-2.2208802227013136,-1.5926472032695587
-2.226863816317146,-2.305129932582054,-2.225361793304475,-1.7009950523400694
-2.8419661307933954,-2.8375321691548394,-2.8742814941305586,-2.0055252587425554
-3.352541546890225,-3.3493043079875884,-3.29399242004329,-2.5347510968045217
-3.202662948646315,-3.1675418502790933,-3.1778682795194277,-2.8817437464627047
0.0,0.0,0.0,0.0
-0.4420574708761757,-1.999319458789002,-2.1685233247005518,-1.86968522726125
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.24694010482769,-3.4443096864866165,-3.3781045086536503,-3.5604325057928508
0.0,0.0,0.0,0.0
-2.279891342728353,-2.643265643053393,-2.8599952660951775,-2.794448543800543
0.0,0.0,0.0,0.0
-4.119225979131303,-3.891499782143287,-4.1263866366829305,-4.146653791054267
-4.093535889007365,-3.904232120446694,-4.091740458915884,-4.064714542517733
-3.8075120496103416,-3.6760507743120243,-3.7693089329611,-3.76178768167074
-3.8592167109471536,-3.7331268915941553,-3.8475803085249067,-3.800272539581407
-3.6982469190922336,-3.500613279937159,-3.762954803627176,-3.709409778103398
-3.5552866426189196,-3.322210200636203,-3.5817806100791825,-3.4901829174195216
-3.241446454468081,-3.3699280834816836,-3.3567316395847184,-3.3891529464389487
0.0,0.0,0.0,0.0
-2.6715780424384725,-3.714448439840431,-3.8635245274200307,-3.677459641886967
-4.948761317287951,-5.147341781059646,-5.098175154996399,-3.800080354174009
-4.155380974688482,-4.611954619884004,-4.663231530170291,-4.670656759460565
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.093439335675932,-4.36069584966893,-3.750361022601524,-3.8654818476394985
-4.867136617866265,-4.81555224346447,-4.659628995757318,-3.7654702079375655
-4.509892814611199,-4.4884540077368404,-4.531141979995201,-4.55854826020324
-4.662967405515508,-4.61169416984479,-4.6968101722020075,-4.6557666104749575
-4.799822604210433,-4.772084022174863,-4.804339924206452,-4.75053068885777
-4.955821549732064,-4.873036194466766,-4.871507560760405,-4.906705584146934
-5.128950009370091,-4.957583971943144,-5.10773149757707,-5.12434070311352
-5.1609054248756046,-4.842238729389675,-5.084619890678945,-5.0887489433635285
-4.938388276859379,-4.853442395688452,-4.951096933414644,-4.766490288317206
-5.015426265486965,-3.1545331909692993,-4.683236406776025,-4.9751314630923
-3.2709044468584043,-3.645932749034239,-3.7389994828704114,-3.5736571957131087
-5.005844452655557,-4.711182392850457,-4.794929501912996,-3.63557635419333
